mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_delta_mean_0,mfcc_delta_mean_1,mfcc_delta_mean_2,mfcc_delta_mean_3,mfcc_delta_mean_4,mfcc_delta_mean_5,mfcc_delta_mean_6,mfcc_delta_mean_7,mfcc_delta_mean_8,mfcc_delta_mean_9,mfcc_delta_mean_10,mfcc_delta_mean_11,mfcc_delta_mean_12,mfcc_delta_std_0,mfcc_delta_std_1,mfcc_delta_std_2,mfcc_delta_std_3,mfcc_delta_std_4,mfcc_delta_std_5,mfcc_delta_std_6,mfcc_delta_std_7,mfcc_delta_std_8,mfcc_delta_std_9,mfcc_delta_std_10,mfcc_delta_std_11,mfcc_delta_std_12,label
-289.36896,96.34152,-4.1799026,5.221553,4.750319,3.0030274,-2.3075285,1.860951,0.29726282,2.0971472,5.1670036,6.674023,-4.625947,110.41368,51.127605,24.285717,13.126238,11.099504,11.811145,8.627595,9.343498,8.480267,11.238134,10.965189,8.432829,8.866545,1.3750224,1.7822399,-0.27187058,-0.5157635,-0.060695007,-0.3613449,-0.061170723,0.096189834,0.020144477,-0.3690282,-0.27847403,-0.16687252,-0.09962942,23.542475,11.450039,5.948254,2.704142,1.7414223,2.65969,1.3598068,2.2166162,1.6893272,2.6091013,2.652148,2.003415,1.7301537,gora
-304.1204,94.25072,4.1177487,8.222883,1.5148805,4.5380154,1.6143496,1.7340407,0.6150669,3.4528522,3.8930812,6.34039,-3.6131344,107.92373,50.042145,27.647053,13.089597,11.28117,10.419092,8.798035,10.0735855,7.6024046,9.330039,11.84616,8.499309,7.286744,0.9796749,0.7253853,0.61211616,0.37463367,0.11109004,-0.07324885,-0.1142478,-0.033611566,0.0095824525,-0.10409342,-0.13811108,-0.38885653,-0.35026002,23.0409,10.260375,7.129438,2.698195,1.6393678,2.1590905,1.3172963,2.2035563,1.7226332,2.0214663,2.739246,1.920882,1.4835314,gora
-302.95563,97.11104,5.365108,4.7734394,1.2446,6.9417543,5.725892,4.643546,0.37641597,3.193378,1.8333571,6.1171546,-4.26447,100.562584,50.821648,23.179754,13.359761,10.0327635,11.063604,6.9667773,10.209328,10.342766,10.652072,12.197844,7.962716,8.125919,0.5357511,0.73342717,0.3689458,0.20131645,0.052830204,0.25245792,0.0011899024,-0.03602834,0.00683365,-0.1466562,-0.12829876,0.010424525,0.14049487,20.809315,10.096948,5.9033346,2.5553381,1.6737354,2.563268,0.8275122,2.2494445,2.2668202,2.3199303,3.0021265,1.7309077,1.6806083,gora
-300.31293,95.82869,2.8199024,9.947162,5.152214,3.0215633,2.80094,5.4526033,-0.77304673,-0.59928334,5.508181,5.618179,-4.0521092,93.68134,53.796677,27.734451,17.084568,15.017843,10.280654,8.0939865,10.820886,10.46345,11.750457,12.27223,8.688819,8.167683,-1.1447352,1.2240896,0.8483042,-0.103517026,-0.36945227,0.41220847,-0.051272765,-0.49787495,-0.23911497,0.48381522,-0.2583492,-0.13455914,0.097219005,19.532227,10.50469,6.510788,3.3013155,2.817201,2.243227,1.4686583,1.8811511,2.1517785,1.8823707,2.8190498,2.1176827,1.2980045,gora
-291.8071,97.58122,2.0466511,7.6783094,-0.79295826,2.9016106,4.3100185,3.8374882,-0.671132,0.8904338,3.0375028,4.254867,-3.276668,106.56704,52.7141,29.82404,11.831758,15.1152725,15.276888,7.9477634,8.82135,11.272772,8.429765,11.765777,8.679001,8.8456335,-0.73623407,0.2779752,0.041292854,0.4253673,0.025586218,-0.036890715,-0.0714902,0.52578986,-0.22765219,0.22065485,-0.045998216,-0.21062174,-0.18609777,21.781591,9.954524,7.0775704,2.3910797,2.774605,3.3455718,1.2411143,1.8911237,2.394424,1.593249,2.7928677,1.8945366,1.6937264,gora
-272.81012,93.96828,-2.570828,9.328922,0.6490512,7.771671,-1.1236918,-0.124215126,4.740949,1.0634471,6.3466816,8.718758,-2.836159,129.26822,47.36508,24.9304,17.505894,15.401212,7.1435757,8.362565,10.801648,7.6392126,11.207805,9.123783,6.384405,8.1022,2.1908205,0.21086442,-0.11261752,0.34768856,0.3228946,-0.13566047,-0.35746998,-0.29241598,0.20959474,-0.047110885,-0.3404405,-0.108518295,-0.38914627,26.749104,9.592101,5.4361277,3.3601358,2.8962114,1.430886,1.5672377,2.093496,1.9775469,2.3170376,2.1972616,1.4086974,1.7742636,gora
-289.07196,94.14079,-4.574165,3.6512458,-3.3755333,4.2165375,2.5391688,1.2153792,-2.108559,3.6761794,6.4802074,5.6319437,-2.5168915,117.62595,54.107464,25.81004,12.117507,13.738536,14.801695,7.838435,7.6570544,8.239554,8.648438,14.147226,5.7007275,6.4332404,-0.6675835,0.16522688,0.27658924,0.13576338,-0.14449543,-0.015700035,-0.028513774,0.06376794,0.078954324,-0.021614954,-0.18423113,-0.13587934,0.019150525,24.923498,10.834289,6.421545,2.4640355,2.4467406,3.3869321,1.1424112,1.6838346,1.8153923,1.6768632,3.4688668,0.99638635,1.1980597,gora
-279.11115,99.59221,-1.6295357,8.695707,-0.834507,7.524916,3.307264,-0.0059626102,1.3807014,1.1716516,4.6270285,4.295435,-3.8351712,106.18469,53.796597,30.878798,11.759804,17.179031,13.791273,8.300885,11.709215,10.764129,11.139265,13.8181505,8.267223,10.177986,1.249077,-0.5288705,-0.70519376,0.08521609,0.4969349,0.37224376,-0.039393052,-0.47769883,0.15257181,0.047152825,-0.24678227,-0.15259586,0.27326366,21.644745,10.597578,7.7699986,2.204903,3.4239585,3.229183,1.0748755,3.0323963,2.8374982,2.5771334,3.088686,1.8317813,1.9345907,gora
-273.80322,105.59285,-1.9715297,5.8523836,-3.834309,3.3633456,0.050078273,2.5107856,0.9500202,0.7290964,3.6133015,2.3972383,-5.8767767,117.58316,50.39339,28.562368,12.104001,17.65578,13.76713,10.5225,10.181982,8.315159,11.499166,14.664038,7.4917045,7.859816,-0.91469896,-0.53003955,0.03551939,0.38555333,0.47172722,0.12419761,0.0651986,-0.19375767,0.04348778,0.17436348,-0.14345908,-0.10720898,0.01428334,23.93569,9.622173,7.0302505,2.6467206,3.4815884,2.9375532,1.7417018,2.840269,1.765108,2.4168172,3.3937554,1.4960265,1.3558484,gora
-275.34814,105.58392,3.6894722,6.987892,-3.6204095,3.9682214,3.3143425,4.755998,0.05300632,-1.5653505,5.7093496,3.9695208,-6.612968,112.41708,47.67622,26.77883,16.447628,14.91882,13.5337715,8.898734,9.793049,10.121006,12.465371,14.094118,9.249417,7.825461,-1.1748184,-0.18244445,0.58896965,0.7855742,0.23979628,-0.28306904,-0.14575392,0.08676155,-0.11298313,0.12655106,-0.2634749,-0.2472021,-0.1991423,22.907547,9.46786,6.1413054,3.483392,3.0253222,2.68411,1.7591164,2.2843611,2.2168877,2.3589761,3.2186282,1.9955369,1.6975793,gora
-291.7636,101.42775,5.927818,7.284157,-5.159828,2.5897012,2.1908743,4.246006,-0.03653431,-0.69478345,3.205056,4.8053226,-6.3339252,104.25396,47.82411,28.062807,14.549685,14.19865,13.252941,6.4909606,10.397734,8.908719,9.048403,11.630197,9.451259,8.77787,0.88138187,0.8527334,0.034671873,0.22659017,0.2667036,0.09705542,-0.016804405,-0.16104311,-0.16654481,-0.20154826,-0.30436617,-0.26252943,-0.396176,21.387056,9.30743,6.8508215,2.776607,2.6444259,2.7034914,1.1081649,2.1056669,1.906337,1.687744,2.768097,2.1148732,1.9254286,gora
-289.78156,105.35289,4.1673775,5.267692,-4.8805003,3.7273548,2.4978833,4.0129676,-0.60594636,0.96076345,3.6361194,5.9250126,-4.2647247,106.73478,53.286568,28.011349,14.88126,14.32138,9.440315,8.187513,10.058979,10.052269,9.150947,14.12346,10.2691765,8.674496,-2.079978,-1.1444387,-0.014670908,0.20793155,0.06702536,-0.014231116,-0.35941055,0.06490786,-0.0034889132,0.09656499,-0.037581086,-0.13046178,0.12577105,22.61213,10.770136,6.7369905,2.9002647,2.73583,1.8609681,1.1596227,2.0291305,2.237322,1.804953,3.278283,2.5130382,1.6266109,gora
-300.07642,98.78252,6.5943594,8.443484,-0.8570069,8.414471,2.8396783,2.4616117,0.1656735,0.6429116,4.246806,5.715478,-6.9885225,95.71199,51.209274,21.576601,11.261177,13.74476,8.362816,9.6178665,10.975508,6.220755,10.13116,11.56645,8.6967745,9.834946,-2.0451148,-0.6651069,0.22792515,0.31610635,0.36914694,-0.015037641,-0.25199866,-0.123517424,-0.14525434,-0.11232604,-0.2978317,0.006814301,0.09947485,19.855022,10.090493,5.442889,2.4268982,2.82035,1.6739556,1.8317405,2.372765,1.3054869,2.106155,2.945022,1.9158064,1.8657472,gora
-280.57727,109.46123,3.2993417,6.9461203,-1.8528905,3.5278673,-0.38919806,1.0218375,-1.3414891,-0.6433517,3.2496672,5.692868,-8.493846,104.54993,50.600727,29.070778,15.252573,10.866641,11.60138,7.793904,13.041279,7.734718,12.757769,7.203405,11.7034025,12.163097,-2.3996694,-0.9702714,0.9127484,0.47443873,0.11234799,0.4031665,0.2347617,0.6331973,0.41233832,-0.07531559,-0.1637353,-0.07274289,0.5717746,22.842098,10.305236,7.330039,3.5305068,2.2454607,2.0275438,1.4479196,3.178216,1.5331208,2.4578295,1.6208718,2.9214878,2.612693,gora
-281.8431,108.726166,8.921984,11.317808,0.3010006,5.6047235,-0.36748594,3.0333483,3.7588027,-0.2729883,2.3550851,3.0005512,-6.8586264,100.786934,47.174004,28.127659,15.013787,12.535965,11.013801,8.736997,12.058516,7.730987,10.82712,11.600413,10.817718,9.011498,-0.13536823,0.17047513,0.5678765,0.47851294,0.138549,0.0063892864,-0.049379304,0.10037221,-0.05464554,0.053850718,-0.17215121,-0.32981372,-0.0398207,20.22552,8.879908,6.9312577,3.066343,2.5265276,2.120799,1.5008587,2.776677,1.7812626,2.0438764,2.6405094,2.5697234,1.9253292,gora
-300.2032,100.58921,2.5023098,5.3911905,3.0472507,5.840415,4.5542984,5.4840693,2.1693065,3.7187438,2.42059,4.859728,-2.5656161,101.7178,55.355003,24.847775,16.40563,10.739224,13.154468,8.245751,8.408628,7.315966,8.049011,10.0723095,6.1678004,6.9897637,0.52561903,0.50084877,0.2817636,0.27158898,0.057487547,0.040351704,0.112862,-0.010666817,-0.015194636,-0.04433708,0.018378127,-0.049238622,-0.23635198,20.962736,11.08737,6.062784,3.2683413,2.0105357,2.89129,1.299078,1.7746563,1.5532628,1.7073622,2.4670277,1.3952961,1.3565522,gora
-291.45786,80.82364,1.3264599,6.5187397,1.6655254,6.1469803,1.1639082,0.71586305,1.3915627,-0.02589202,7.959727,11.382402,0.38969016,110.07155,55.522884,21.033422,13.935168,13.113041,5.7976513,9.447161,10.4862,8.052137,11.618065,6.9030647,7.1130347,9.188475,2.6677582,1.7975922,-0.0012430102,-0.5320958,-0.3130258,-0.33872095,-0.72326136,-0.5161951,-0.051679045,-0.27200326,-0.09473838,-0.09115574,-0.012569495,24.759464,12.125992,4.018522,2.9545505,2.4420674,1.255943,2.0542717,2.4798663,1.8181074,2.5041964,1.3595358,1.2348925,1.9120262,gora
-301.57916,103.72203,6.7563095,4.5696573,2.767416,7.2600718,1.5342269,2.9412994,0.10884723,3.1906066,4.726812,5.9935856,-4.774049,93.616165,51.24141,22.826168,18.032303,11.562557,10.048071,12.1866045,9.7775135,9.065818,11.440059,9.991298,10.17559,8.375872,-0.8763989,-0.63168883,-0.17061159,0.15003835,0.1943776,-0.0777453,0.08630487,0.148653,-0.03987071,0.033461615,-0.01707229,0.1686164,0.053830832,18.963745,9.933086,5.8265657,3.5672803,2.2699475,2.0384448,2.4496431,2.090878,1.6918854,2.438015,2.1528802,2.020763,1.5899945,gora
-290.66718,103.99274,1.897217,9.207981,1.9113451,6.677472,-0.28037345,4.4912415,2.2285056,0.51736915,6.290145,4.013015,-4.3787594,105.69437,54.419662,25.56202,11.924588,12.193098,13.003607,10.199215,9.837206,8.945038,11.754536,11.64702,6.335312,6.820025,-1.136332,-0.46840227,0.19560498,0.42328155,0.04170023,-0.26376456,-0.02258873,0.3912267,0.3024273,0.33087525,-0.18079396,-0.030215628,0.08743578,21.861792,10.766166,6.145692,2.5519848,2.0806253,2.6727417,1.5505754,2.2668934,2.158133,2.5905893,2.9179497,1.3107694,1.2968043,gora
-259.77045,113.154106,0.6870679,5.678329,3.4134412,9.437483,-3.9378676,1.867996,5.392789,-1.0065283,2.3985717,5.875267,-3.021114,116.595795,51.4196,24.031845,14.193996,19.302584,9.591502,11.991651,9.744032,7.1411314,13.284607,12.789619,9.759358,7.82156,0.16941011,0.38267338,0.035134465,-0.040616587,0.20665532,-0.4282338,-0.444027,-0.16264015,0.0107411,0.2842597,-0.27900583,-0.36771676,-0.30043775,23.332687,10.105736,5.497611,2.6148312,3.509921,1.8385084,2.6421006,2.0631301,1.6337544,2.4502296,2.9688299,2.213134,1.9437221,gora
-273.59644,101.718796,-5.3858604,7.0407944,-3.0999098,8.956396,0.96514297,-1.2316704,2.0523543,2.7222064,1.5560323,8.352733,-6.474663,111.35242,48.293816,29.561817,11.493117,15.793151,11.0808115,9.980916,15.09511,11.403607,11.256023,13.068271,10.229428,9.399688,1.2617432,0.8590195,-0.89113826,-0.3821675,0.24762437,0.019598238,-0.17502989,-0.4435355,0.29927337,0.07461029,-0.70408076,-0.18622325,-0.06838867,22.959053,9.10467,7.042947,1.8363183,3.1389277,2.025218,1.719473,3.24199,2.5743217,2.2605639,3.1739748,2.301907,1.8793156,gora
-282.28482,95.12426,-0.9247737,4.1204185,-3.8499393,8.245987,0.039676428,-2.2292285,2.3861728,3.6133761,5.377166,8.316496,-6.0213146,118.30952,44.784843,27.056295,12.036089,15.087255,9.267953,9.188601,12.372484,8.241749,11.547563,10.610936,10.247385,10.284359,-1.9050016,-1.5309254,1.0437574,0.28010553,0.019653201,0.08295277,0.6404066,0.79722655,-0.14219011,-0.1472421,-0.13524581,0.01298964,-0.16296357,25.551239,8.966744,6.7500615,2.4710176,2.568656,1.3247001,1.8314348,2.8996317,1.6590925,2.5777583,2.5846524,2.299494,1.9438972,gora
-298.62256,96.515144,1.011111,7.550413,1.7564926,8.355231,1.7093425,3.462513,1.9294885,2.5306659,4.4277077,3.7551157,-3.5300498,111.30547,53.2311,25.146889,14.208217,11.028944,8.4294815,8.905159,11.945761,8.955343,9.53225,8.549244,9.136882,8.182912,-1.0569705,-0.81410074,0.23735413,0.23775236,-0.03630376,0.049765747,-0.47241217,0.08534829,-0.054848738,-0.013106346,0.17664331,-0.28492683,0.17959496,23.845167,10.916405,6.19968,2.7856984,1.8379792,1.6112193,1.6835289,2.8620353,1.9693203,2.0065174,1.8221797,2.231125,1.7203931,gora
-276.80038,108.020035,-2.0999277,5.013263,1.9590609,5.0114326,0.55544686,2.5232594,1.1533012,-1.4309715,2.409068,4.536995,-1.7831504,110.85403,58.905117,24.457026,13.896977,12.169164,13.17846,8.358566,8.397527,10.013807,13.542363,13.255416,6.78413,6.201042,-3.1019437,-0.5559149,1.1938039,0.43059576,-0.11225488,0.42923445,0.24155036,0.26264316,0.4268575,0.3292096,0.06773363,0.047484763,-0.11503248,25.349573,11.984273,6.6850934,3.1031063,2.0646815,2.5656312,1.3513465,1.9275774,2.27049,2.9364204,3.170066,1.4467065,1.1558596,gora
-298.5078,94.209114,-1.0062041,5.8638973,-0.07349807,8.17676,-0.1279645,1.8699565,2.309997,3.404236,6.202632,6.2389174,0.63088,119.16401,51.5813,22.825106,14.252759,11.3286295,5.8399367,11.1055765,9.75681,10.088809,10.418662,10.821781,4.4520264,5.2979813,-0.668848,-0.102358654,0.18762377,0.3054884,0.3188575,-0.016246013,0.13825057,0.12783729,0.025430337,0.101321995,0.029955655,0.050109,0.034128286,25.923534,10.563375,5.266031,2.771092,2.0336196,1.4917523,2.3269684,2.1895797,2.1874795,2.0018113,2.5192525,0.41289338,0.9592384,gora
-298.5077,89.81117,1.8064653,9.327687,5.5076833,3.936944,-0.61870915,-0.659745,2.0922399,4.3787065,6.9822426,6.1234922,-0.20545197,116.02866,51.823486,24.010147,9.314062,11.292771,8.702614,7.95808,10.314731,11.375762,11.295508,11.038378,5.7952433,7.266282,-0.23022908,0.17905378,0.11622375,-0.105231985,0.020150796,0.10121886,0.17091602,0.16964445,-0.07544735,0.031214342,-0.123315975,-0.38399374,-0.029260516,24.43895,10.766156,5.884242,1.7496483,2.0932598,1.6636037,1.1754668,1.949785,2.6478012,2.6829414,2.6718256,1.2541014,1.2582464,gora
-317.11786,81.40982,-1.9082332,8.583447,8.832487,9.530698,-1.37117,3.4110613,4.8716083,2.2247057,5.191272,3.6980348,2.5136235,86.200676,49.79029,25.014437,10.813645,17.533875,8.400321,11.384639,8.605965,9.365686,11.473734,10.262176,5.236485,4.426229,-1.2985625,0.7564131,0.77023447,0.15695325,-0.68836766,-0.11562175,0.18176277,-0.28984854,-0.4587543,0.29563403,-0.07173303,0.27088687,-0.19491145,18.65874,10.872275,4.676407,1.9590919,3.430497,1.7290808,2.0990303,1.8080311,1.9120119,2.3593516,2.2602563,0.8057875,0.6989639,gora
-300.18036,91.19863,1.9186946,8.643747,1.3735523,4.847333,-0.13385265,0.2384004,1.6151054,2.8627186,5.9705634,7.8171873,-2.6726556,109.07169,45.864517,25.0493,10.399155,9.723913,6.734119,7.3866496,12.2937155,8.650674,10.937745,8.749303,8.654032,10.205295,-0.8567432,0.16330265,0.4957953,0.34204888,0.47097254,0.38840106,0.15492105,-0.082884856,-0.24663024,0.06342442,-0.1550098,-0.23208685,0.0365901,24.0173,9.5624,6.314067,2.257534,1.6911129,1.3290765,1.3410507,2.7789586,1.6881288,2.5707216,2.0078382,2.1030157,1.8523325,gora
-292.7636,94.0844,4.814287,7.5205603,3.9160748,4.8912516,0.14554024,3.125733,4.194892,0.85785896,4.1672397,5.841076,-4.0394664,86.28417,54.606743,28.038086,17.186563,15.068742,11.615674,8.074199,8.270999,11.556911,8.278543,11.033853,7.216217,7.9110427,1.2643027,1.654109,1.3543857,-0.50881207,-0.5123075,-0.45235354,-0.07819513,-0.33997256,-0.38690448,0.27339977,-0.1054436,-0.42558056,-0.03487929,18.61915,11.127749,6.777738,3.310089,2.7759244,2.6660504,1.2769244,1.7253911,2.2411852,1.1688323,2.2217233,1.635065,1.7667348,gora
-312.17554,86.57596,-0.73759174,7.076766,1.3609852,5.2565928,3.3230557,2.4625921,1.5977108,8.737875,6.9819508,3.9039226,-3.7585945,104.25954,43.67019,22.06444,11.433829,12.604906,10.024153,6.6617846,10.548677,9.0971155,9.367708,8.436275,6.649728,9.253915,0.86072314,0.55846757,0.21458496,-0.3796545,-0.57750756,-0.32574773,-0.26167622,-0.15220779,0.07819638,0.1263378,0.31973967,-0.1635071,-0.26775634,23.369993,9.49171,5.265819,2.336232,2.3105323,1.9546367,0.7646965,2.3736784,1.8666252,2.0964427,1.9245299,1.3052773,1.880427,gora
-289.02667,101.308685,8.942721,7.271936,3.4639907,3.090277,5.046254,3.4876826,-1.750762,2.6813102,3.5715432,4.702029,-6.626102,107.58759,49.434937,25.555712,17.422323,10.720098,12.738754,7.76326,9.495296,11.606772,10.7849045,8.863963,8.060073,10.071318,2.0872033,0.84357095,0.91025823,0.037713815,0.053044617,-0.37934056,0.14084905,-0.001731962,0.14932525,-0.47618738,-0.3996082,-0.26978227,-0.57718855,22.453276,10.114048,6.7392592,3.5722227,2.011275,2.532424,1.0724132,2.3027048,2.6262693,2.5501823,2.065216,2.0800211,2.4221377,gora
-283.22037,101.92793,3.3561673,6.0107727,1.8747036,6.5863075,4.294611,3.1073647,0.057516098,3.4186685,3.8363621,5.1346273,-6.3712716,119.343834,46.154476,30.337444,15.748009,12.491183,9.810355,9.660863,9.8676605,9.8732395,10.548724,10.864687,8.214612,8.5047245,1.3053881,0.9194849,-0.105059974,-0.43070123,-0.20466024,-0.29480556,-0.053967178,0.078594744,-0.0033067167,-0.33760774,-0.120880745,-0.025596494,0.0154046565,25.345022,9.783368,7.4718285,2.9973269,2.2123396,2.164445,1.4693589,1.9147187,1.8809222,2.4992733,2.5202262,1.8157581,1.6701463,gora
-287.83868,108.157646,9.558628,5.8100734,4.025233,3.1639426,1.8904278,3.7186356,-2.5892339,1.2436032,1.3779154,7.613452,-7.913453,99.00884,48.86993,26.422703,16.768633,13.139546,10.50832,8.690441,10.177242,10.454357,9.540499,10.231576,12.825978,12.556,-1.634969,-2.178504,-0.92168146,-0.8422661,-0.40662333,0.6443884,0.5924201,-0.09954038,-0.13691898,0.26588887,0.03810983,0.32180727,0.80175763,19.797182,7.05594,5.878449,3.648001,2.9685621,1.1222708,1.1755798,2.1618714,2.4027884,1.4963756,2.2379165,2.4993212,1.3723059,gora
-303.8059,104.44679,15.390718,12.074977,0.5235878,4.6468515,-0.9748919,-0.6628219,1.3917025,1.5652502,1.1607597,9.139595,-5.458714,90.94134,50.88508,25.36318,13.661048,12.182544,8.575878,8.347233,11.860924,5.7843432,9.267226,11.1308775,13.264971,10.744734,0.571952,0.15443468,-0.122906625,-0.26233992,-0.10373859,-0.2972114,-0.28084517,-0.15127416,-0.09825552,-0.044480264,-0.018692568,-0.19672489,-0.22994094,18.962116,9.788869,6.077236,2.876177,2.001928,2.0198653,1.565433,2.5281515,1.0662143,1.9394565,2.6823542,3.1944387,2.1312857,gora
-281.6639,104.96216,8.593754,9.906124,-2.7406032,5.5658164,-2.5658324,2.1744752,2.8457727,-1.6667066,5.526719,9.991537,-8.210657,115.9692,46.840824,30.65593,13.186402,15.256052,9.749519,12.321182,11.216328,4.3838515,13.00929,9.70102,11.774635,11.864897,0.2494837,-0.92932963,-1.0270765,-0.7805106,-0.3853104,0.1234061,0.29915363,0.2318784,0.040822607,-0.04887737,-0.12290496,0.41743737,0.29760283,24.08518,7.774591,6.939737,2.857528,3.1570687,2.0495017,1.794697,2.4065783,0.7900876,2.5471046,2.2336802,2.4861686,1.9643773,gora
-273.66638,103.49454,8.839864,10.803128,-0.12833214,0.58630407,0.74450254,2.5472884,0.712808,-1.028471,4.1642647,7.0515137,-8.641375,102.76546,58.82139,31.372257,17.164652,15.217906,9.70638,11.728829,12.083752,8.25455,13.63932,12.399498,11.598846,11.809847,0.027165532,2.115814,0.4147905,-0.87496865,0.45833114,-0.056612834,-0.32291132,0.09393279,0.011301853,-0.43074808,-0.19831245,-0.37604585,-0.17822374,21.143963,12.624572,7.4008913,2.585284,2.6202426,1.8126001,2.699807,2.9395666,1.713932,2.6435657,2.823346,2.7152534,2.2889726,gora
-288.13165,96.42198,1.5714183,9.73699,2.0998764,1.6438416,-3.5246494,1.9856948,0.67037106,3.5306518,8.337572,7.088686,-1.9998734,122.02565,49.45908,23.767096,11.987953,13.143503,9.531171,9.159801,8.266161,7.9344754,12.779756,12.400137,6.0855646,8.732313,1.0334417,0.93169373,0.067692965,0.21037343,0.05698722,-0.14991173,-0.15989965,0.13204436,0.036505576,-0.07713245,-0.115329556,-0.32552767,-0.3774912,26.135912,10.320748,5.9839096,2.7080011,2.2904177,1.9225091,1.6520357,1.5691655,1.5567675,2.7297661,2.8626974,1.2924105,1.822219,gora
-305.79395,91.18151,2.912729,7.157414,-2.9791117,3.9263816,-1.1440097,4.302245,1.1285523,1.8970399,7.7719927,7.678921,-3.8236146,106.100296,48.865997,19.708784,15.444784,14.509054,11.9195595,10.0548725,7.661302,6.6755023,10.599237,11.789324,7.1863866,8.283476,2.1747103,1.4566939,0.34587485,-0.11749111,-0.3420902,-0.2704722,0.008549586,0.21917352,-0.0048514754,-0.30630732,-0.12979883,-0.102432445,-0.26848346,23.494164,11.086757,4.992516,3.0820105,3.0145915,3.1513288,1.670656,1.2756832,1.5767579,2.3098748,2.5568874,1.139902,1.6618292,gora
-294.15735,85.69718,2.960127,11.760834,6.2130284,5.8421044,-0.2475445,-0.01868558,0.8102078,3.2738702,6.25687,8.26619,-0.79996157,115.48831,52.52047,24.3877,13.624182,12.517211,8.386405,9.777758,9.217137,9.103527,9.349336,10.883814,6.187849,7.2334585,0.839515,-0.48293525,-0.25658062,0.27184784,0.1876438,0.040347736,0.12693667,-0.07104286,0.22604594,0.054484636,-0.07683751,0.0585436,0.03992915,24.414474,11.571008,5.282057,2.5106454,2.5773306,1.4432039,1.7023778,1.7520057,2.4243796,1.9142457,2.5757241,1.4391792,0.9710672,gora
-290.72153,98.28108,7.1634893,12.258675,-0.19997334,5.011782,-2.2806802,3.4387283,0.9156959,0.25943685,6.23423,5.7006598,-4.755275,116.5584,47.58146,29.247595,11.760075,13.084117,11.19657,10.934169,8.6144,7.9260864,11.199585,11.950688,7.242643,8.4888935,1.7117174,0.9822978,0.14631155,-0.14908212,-0.37833,-0.44925767,-0.022395909,0.20848161,-0.0038076937,-0.2545696,-0.075347655,-0.17021005,-0.15051371,25.529528,10.477146,7.405988,2.1539545,2.490293,2.743567,1.8152796,1.7167897,1.495515,2.489668,3.0090718,1.7906283,1.8204408,gora
-289.2771,95.51754,7.529849,9.224725,0.86454713,7.872258,-4.844826,3.946066,5.479239,-0.58276314,5.8489723,9.052814,-4.7193546,113.93984,51.24506,27.304438,12.838429,13.316731,8.662569,12.866226,11.602817,6.0549865,13.832881,11.701772,11.627685,9.227272,0.6878917,1.3497548,0.1452275,-0.23603469,-0.38082412,-0.23292533,-0.032219604,0.08856821,-0.16719092,-0.063641325,-0.019913033,0.0964651,-0.067105435,23.8894,10.839302,6.902777,2.5321786,2.3585122,1.6140546,2.259545,2.4500828,1.3766395,2.6068668,2.8251872,2.5713344,1.6913824,gora
-290.72223,91.95724,2.67443,10.258907,2.6199946,3.2064233,-3.2052634,-0.7532679,3.5116332,-1.7458628,5.056528,10.159946,-6.642092,103.20147,49.00636,24.562849,14.81357,14.426134,9.44849,10.734841,12.318996,7.592172,12.843393,10.993703,11.827755,10.911312,1.3442566,1.9833646,-0.12304816,-0.005946167,-0.30056286,-0.014012232,-0.65159535,-0.024414338,0.03963867,-0.16270798,-0.2240392,-0.11972177,-0.18559496,22.366323,10.847923,5.707912,2.8629045,2.448464,1.7801139,1.7474251,2.7194054,1.6399364,2.7517917,2.7531884,2.7336068,2.3604455,gora
-295.11725,102.36544,9.837778,12.479756,2.0510736,4.2451954,0.22721863,5.044488,2.9048095,-1.451934,7.6452374,7.8299923,-8.146366,104.179726,48.64187,24.090818,16.236652,13.645556,9.998728,9.55866,11.594292,7.1147094,14.079922,9.796472,9.497212,11.363553,1.7211549,0.31333998,-0.3374165,0.028275996,0.19252008,0.17530447,0.12662852,-0.4043501,-0.102604635,-0.21687606,0.19770041,0.36114657,0.22182631,23.389666,9.20847,5.9788275,3.5106425,2.1892996,1.7928301,1.4499583,2.6743853,1.6512176,2.9620793,2.1403787,2.1011467,1.8431582,gora
-290.6616,85.673096,1.1262493,7.769255,1.9870768,4.7971745,1.5199871,3.19962,1.2448417,0.22431177,7.420226,7.1946883,-2.9997103,124.70906,50.95778,23.47852,10.878968,13.636135,7.2558155,11.142977,9.211258,8.16616,11.693077,12.810673,6.5711184,8.922459,-8.498088,-3.6828065,0.20816971,0.20919272,0.3423764,0.29624003,0.55603117,0.22265337,0.838022,0.8804705,0.94084615,0.22070587,0.6067176,16.566097,5.5825295,4.8117743,2.3805087,2.1329043,1.4321337,1.4187071,1.4927626,1.3366504,1.8406507,3.7822797,1.3131865,1.1522616,gora
