mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_delta_mean_0,mfcc_delta_mean_1,mfcc_delta_mean_2,mfcc_delta_mean_3,mfcc_delta_mean_4,mfcc_delta_mean_5,mfcc_delta_mean_6,mfcc_delta_mean_7,mfcc_delta_mean_8,mfcc_delta_mean_9,mfcc_delta_mean_10,mfcc_delta_mean_11,mfcc_delta_mean_12,mfcc_delta_std_0,mfcc_delta_std_1,mfcc_delta_std_2,mfcc_delta_std_3,mfcc_delta_std_4,mfcc_delta_std_5,mfcc_delta_std_6,mfcc_delta_std_7,mfcc_delta_std_8,mfcc_delta_std_9,mfcc_delta_std_10,mfcc_delta_std_11,mfcc_delta_std_12,label
-320.6708,87.73945,15.189317,13.84093,-0.29026484,5.8632755,4.336218,4.6229672,-1.6994077,-0.1796085,-2.6133914,4.3983154,-2.4306915,90.57282,46.629845,12.36196,12.8858185,14.948381,16.440083,5.7336483,8.98155,8.466883,8.132524,6.405769,5.176816,8.79482,0.3627398,0.6895329,0.24357246,0.19737603,0.048658006,-0.3029576,-0.01952114,-0.19777967,0.04406669,0.10557278,0.032918714,0.107047886,-0.16728184,19.291454,9.913783,2.5298002,3.0506163,3.5229492,3.663711,1.1872921,1.7965844,1.9843142,1.6072611,1.4226547,0.667573,1.8328874,dol
-311.1012,88.19735,14.996693,20.525684,-0.64818186,5.9645967,-0.33926928,4.4164143,2.7542648,-3.3297625,-1.3270876,2.1653998,-4.683955,90.71236,38.950188,16.822723,11.526772,10.428885,13.321656,6.79584,12.121414,5.683003,14.27067,7.1084185,6.5569835,8.4416485,0.67795855,0.81181145,0.38008904,0.13216901,0.08562642,-0.05231911,-0.0031637028,-0.09160113,-0.055998817,-0.14159846,-0.17721921,-0.17518964,-0.1922424,18.35577,7.783113,4.2566013,2.694985,2.3063774,3.2532563,1.1728204,2.8291824,1.1309009,2.8683088,1.4810598,1.5315821,1.7049838,dol
-323.41956,85.5293,14.55377,14.840231,2.2554808,4.206314,3.966891,4.291128,-1.6283338,2.4970536,-0.39587998,4.541974,-2.5003033,88.236496,42.9539,22.542223,10.323064,11.377062,11.289713,6.2747917,10.969073,13.643964,7.8433533,5.697937,6.6565633,9.705017,0.23816687,-0.18870045,0.15421638,0.061449505,0.25139838,0.0669235,-0.19794345,-0.23636621,0.063798964,-0.08800351,-0.13069981,-0.063535206,-0.10795409,18.984257,8.936684,4.546639,2.2834957,2.675006,2.427404,1.0072558,2.522944,3.0712204,1.6079046,1.2231035,0.98261356,1.8333921,dol
-320.5958,81.86898,14.832166,15.744264,0.2566558,8.21524,3.547707,4.412198,-0.20366597,2.303092,-3.0724158,4.2398386,-4.5576773,88.17787,44.200268,17.63357,11.904422,13.301057,14.188006,4.751909,12.245217,11.4562645,6.837706,7.622078,6.472628,10.9103985,0.68434745,-0.38547483,0.23953825,0.20398745,0.0453683,0.14540842,-0.15036443,0.15249676,0.00076407194,0.0041249823,-0.06460342,-0.40194467,-0.32645184,18.512747,9.233846,4.245532,2.9117773,3.128781,3.624751,0.7133072,2.933173,2.5911155,1.4043903,1.5869783,1.338435,2.3225572,dol
-312.99548,83.44923,14.161838,16.537792,1.184922,9.18318,3.0663195,2.977728,-0.67690235,-0.3376395,-2.0296125,4.6401544,-5.2321873,93.78959,45.595963,19.158602,13.505725,12.119074,13.103318,5.177664,10.9484825,9.316011,7.442244,7.1832986,6.058622,10.88372,-0.11706835,-0.2250972,0.57588685,0.3343419,0.39726567,0.30951077,0.1726737,0.21494402,-0.035508856,-0.2715501,-0.06537786,0.05073697,0.23200169,20.033459,9.535978,4.4008245,3.305317,2.9481246,3.1849773,0.62157136,2.541916,2.2416277,1.5968156,1.4677719,1.1096907,2.1074774,dol
-308.59058,88.867935,11.742532,14.901943,0.48723024,6.5063133,1.5314392,2.0017014,-0.70289123,0.5858572,-2.1644754,5.479835,-5.157031,94.34374,46.348927,19.359915,13.63715,12.577641,13.735681,6.7812915,10.873482,8.151281,8.962443,8.931917,6.5267262,10.392904,-0.43966663,0.23584963,-0.22240081,0.08416334,0.37340915,0.08606848,0.15760335,0.13004556,-0.03675516,0.032171123,0.08800215,-0.045964032,-0.22983243,19.981583,9.3718605,4.2816596,3.4403791,2.9839826,3.1702101,1.164198,2.551872,1.7378446,1.8384019,1.9786509,1.1661301,2.2098656,dol
-312.93793,86.28984,13.088052,11.531761,2.7222505,7.41556,5.655264,5.8132586,-2.2691648,1.7664315,-3.5449386,7.0933533,-4.321701,89.44011,45.127346,10.61991,13.975042,13.477211,19.25359,4.9016247,9.48949,12.136891,10.72611,11.651297,7.319103,10.3868065,-0.84238446,-0.03451222,-0.11623334,0.25367296,0.036380567,-0.10928932,-0.06025584,-0.17658433,0.41226268,0.013327507,0.008097421,0.037023917,0.11303073,18.388836,9.128689,2.4814653,3.2551203,3.051533,4.371267,0.7786513,2.1217566,2.6260016,2.2808816,2.597721,1.4864569,2.1284492,dol
-304.6707,95.50818,14.550558,18.598682,-1.7496632,3.3182797,3.7376437,1.7013688,-1.8154135,0.11819607,-3.794203,4.3972445,-3.5334911,97.47147,44.26775,17.713976,13.547651,15.370057,17.066103,5.0325775,13.712697,8.962717,9.143252,8.472646,7.618722,9.692537,-0.1764673,-0.33912143,-0.1419785,0.15378532,0.21105675,0.021380678,-0.25189117,-0.024191208,0.002784893,-0.0077083595,-0.05484786,0.15069257,0.135674,19.73461,8.591292,4.4454746,3.3883116,3.3236465,3.9758668,0.93403757,3.087651,1.7439451,1.860557,1.6927961,1.6843235,1.8324975,dol
-314.63885,96.578995,19.508183,15.482618,-1.6851978,5.8512287,6.183602,6.129363,-1.2974782,0.9801606,-3.1426935,3.5512443,-6.001874,84.38022,45.414738,17.89001,14.601043,14.611893,15.742436,7.305244,10.047611,9.293372,7.8999414,7.6637864,7.588388,9.321359,-0.75157887,-0.7155631,-0.27087426,-0.002777055,0.3903904,0.1723947,0.052701354,0.13958201,0.15344793,0.18513247,0.04869248,0.037893385,-0.033093333,16.766373,9.040629,4.4589553,3.6878412,3.210869,3.7316706,1.731162,2.2109766,1.9289428,1.4715484,1.4469775,1.754759,1.7912289,dol
-314.61908,96.96437,17.63398,11.574055,1.1750062,5.3660097,5.2519784,6.498367,-1.8220874,3.484817,-4.0189896,1.2918434,-4.324868,75.87197,43.411045,16.752766,13.565116,11.79083,13.366331,6.005679,9.609735,11.849252,8.206043,7.6650414,7.6348743,8.551389,0.5714992,0.17671993,-0.3690858,-0.1793153,0.06777136,-0.035009168,-0.2952599,-0.28650817,0.06162711,0.10951928,0.016006704,-0.05290109,0.009790301,15.143057,8.214484,3.7030437,3.2418337,2.7349133,2.9260266,1.528751,2.2193482,2.4422307,1.5503606,1.4168761,1.6000582,1.6809604,dol
-309.07306,91.445984,14.301638,8.408707,-0.2855959,5.6947193,5.598531,5.389269,-3.7614965,0.34686804,-3.831974,4.138944,-4.164406,89.83089,43.179794,14.305771,13.780488,12.317406,15.950704,6.1749153,10.162498,10.254533,8.124772,9.449135,6.692372,9.778155,-0.39981997,-0.1438295,-0.043556742,0.31052157,0.050068114,0.13490252,-0.027586017,-0.17869659,0.15157029,0.42270428,0.28377205,-0.04773727,0.02496092,18.078064,8.721705,3.0679238,3.2063673,2.7531335,3.9353306,1.4793403,2.4841983,2.237707,1.70321,1.8200167,1.5253444,2.10502,dol
-307.0786,93.222885,11.765288,8.962513,-0.74342066,3.6890795,4.296385,5.6961865,-4.361699,0.5935811,-3.2673044,4.654669,-2.9680774,91.5652,42.459126,13.215725,14.788386,11.49864,15.6981125,6.0458016,8.903402,13.426224,9.960039,8.131345,6.4429665,8.605467,-0.58105874,-0.37502408,0.15221415,0.48440358,0.36236918,0.18563847,0.31671858,0.07724866,-0.2167688,-0.19123602,-0.008625036,0.09630361,0.06831465,18.58083,8.354395,2.787971,3.4672863,2.5672064,3.9417863,1.4604968,2.0376995,2.8338742,1.7830544,1.6311858,1.4946457,1.6675891,dol
-317.5495,82.90622,13.098294,20.501234,2.8553429,6.4526877,1.207147,3.998584,-0.40113914,-0.328004,-2.0512612,3.81524,-6.060417,91.16303,36.55575,15.131193,10.010177,11.333551,12.512605,5.932177,10.081567,8.305992,12.002842,8.628868,10.00445,11.226805,0.49399096,0.548155,0.2059205,-0.030711725,-0.030226141,0.001801163,0.10147561,-0.048639268,-0.36224264,-0.26871544,-0.3550326,-0.28477883,-0.41405714,18.981106,7.1410546,3.19655,2.0031285,2.5773747,2.917164,1.0445474,2.3566365,1.6937948,2.521553,1.7197578,1.8415247,2.2965546,dol
-304.00708,94.71028,12.625869,8.752639,-2.6763995,4.9859815,5.0353937,7.4068155,-2.8089566,-0.80219674,-3.6808054,5.303067,-3.49306,93.61675,43.34776,11.651275,15.543878,13.300548,15.360726,5.122575,11.174988,12.582154,9.4229555,7.5510235,6.1498485,8.949186,1.4128734,0.35146847,0.0021710694,0.4305563,-0.08893975,0.13538562,-0.13395809,-0.28801692,0.016560592,-0.119696006,-0.053983904,-0.159902,-0.30843925,19.05736,8.529225,2.462191,3.790679,2.5929708,3.6762333,1.0038301,2.439519,2.7816231,1.909672,1.4896494,1.3719414,1.8830107,dol
-308.9754,91.687195,9.789656,16.50925,-3.2502203,3.2893853,6.3875747,5.207799,1.1821172,1.1764222,-2.4507773,3.374948,-4.236024,92.59763,42.13031,12.2623,9.627067,15.805719,17.416613,5.205129,13.608272,11.570937,8.693279,6.916845,7.6464434,7.8604846,1.7305135,0.39768234,0.07861256,0.37356248,-0.17664477,0.026301712,0.14992842,-0.23356125,-0.09828913,-0.12974377,0.007904567,-0.10156186,-0.23894122,18.91414,8.2981415,2.824455,2.1266744,3.153774,4.032618,0.98292285,3.0087464,2.5593796,1.7094764,1.4087294,1.7477185,1.5435417,dol
-298.5498,91.68063,6.4308996,8.459599,-4.384894,6.9169216,7.901753,2.135759,-4.990589,1.1069757,-4.3796635,9.27705,-6.518958,90.30588,33.78209,18.4625,14.414617,17.9466,15.169967,5.8621144,12.133579,10.948839,6.503397,11.656516,9.073464,11.548922,2.1641407,0.31913573,-0.30283862,0.28885236,0.20532665,-0.31066853,-0.5641546,-0.3985173,0.07541022,0.18879524,-0.22211815,-0.3184201,-0.33636212,19.720505,6.681003,3.9387305,3.0541892,3.928952,3.3834195,1.3417134,2.882578,2.3962383,1.0880913,2.437158,2.0469022,2.53191,dol
-303.6909,89.135574,9.736771,10.555412,0.9434274,6.167861,7.3820386,4.088044,-2.4379237,0.7957611,-6.3550797,5.627406,-3.8045325,98.068726,34.900787,13.297391,16.60411,11.624211,13.2253895,5.701284,12.753066,13.046117,9.403519,10.746867,8.558409,9.641864,1.5986459,0.7312003,0.35220623,0.6114993,-0.065812916,-0.11909208,0.11764158,-0.1388371,-0.2539622,-0.002783047,-0.06328592,-0.21912655,-0.1394438,20.34253,6.9782634,2.8227935,4.072081,2.2701128,3.1022434,0.86015713,2.999688,3.1290207,1.9171695,2.2782307,2.0829885,1.8834789,dol
-292.54663,83.610245,3.486897,13.149452,-6.0592813,5.01247,4.5400295,-0.98894596,-2.8523445,-0.98889554,-4.2567673,7.2480536,-6.2842407,96.50244,38.846127,13.679471,13.466996,16.197943,16.078863,5.454461,14.779673,11.139253,6.9884768,10.494042,10.172037,10.498769,5.2583795,0.9336474,-0.879652,-0.14238137,-0.7395333,-0.14547016,-0.09466167,-0.8716124,-0.62985253,-0.5514066,-0.057823844,0.47327596,-0.47737336,24.56034,8.495487,3.4700568,2.9330456,3.8969436,3.6613088,1.1352166,3.9132454,2.9827845,1.7371104,2.2052257,2.7046757,2.5140307,dol
-308.08145,94.316055,12.3653555,16.175138,-0.68159884,1.4497342,5.6292725,0.9466305,-5.2081323,2.3214984,-0.31657434,1.1364268,-5.451379,96.92983,47.322895,21.440979,10.652865,14.405261,17.91833,6.071894,11.736662,14.645057,6.475358,5.179559,8.700399,11.093991,1.0011835,1.3597963,0.35461235,0.3067883,-0.020239655,-0.09182236,-0.1860938,-0.3101576,-0.21611856,0.07892904,0.027888242,-0.22400467,-0.62023866,20.493454,9.984666,5.385599,2.7465625,3.218408,4.0418525,1.2124003,2.7446315,3.3991294,1.221366,0.8823462,1.8059158,2.667333,dol
-307.94623,91.97784,12.517645,16.115215,-1.4504023,3.498344,6.112683,3.0161223,-4.0221167,0.72873265,-2.3303006,3.6641734,-3.446731,98.00823,42.771725,17.308119,14.79311,14.327321,14.833852,6.1954494,14.113995,12.661239,9.5505295,7.8949723,7.530081,9.602721,3.4831614,0.481224,-1.0724759,-0.04919345,-0.34623432,0.0077028573,0.044060737,-0.39693972,-0.29409543,-0.13143271,-0.11258493,0.26776427,-0.13600498,24.277758,8.953925,4.199603,3.2268374,3.0603862,3.4634736,0.877004,3.9056609,2.970007,1.8290741,1.5609694,1.5921553,1.9993621,dol
-306.5152,93.06966,13.168856,19.48733,-1.2735894,2.984092,5.711682,5.873762,-1.683847,1.135113,-3.5162015,3.3000257,-4.847827,99.14886,44.182846,16.70227,11.166814,14.64408,17.188065,4.713522,12.492868,12.219461,7.971388,8.652969,7.3868833,8.068636,0.3684777,0.6968989,0.31047633,0.29069126,0.06789734,0.19672303,0.15025645,-0.17874765,-0.014654219,0.15269306,0.0041569546,-0.10598146,-0.2086384,20.28488,8.848188,4.155006,2.7790883,3.0788934,4.2607613,0.74940616,3.079495,2.7957098,1.4900687,1.767035,1.6575844,1.5670651,dol
-303.0172,85.1983,13.872305,14.699921,-4.359951,-0.55991,8.124088,2.2240896,-3.870457,2.70334,-3.5352407,4.4399366,-4.134965,98.3093,36.09234,10.809538,10.801065,15.290249,18.039825,7.758436,11.176265,15.588301,7.804398,11.37471,10.2025795,9.130982,0.22758162,0.22865987,0.0029072464,0.093140006,-0.06730772,-0.09842918,0.04880052,0.17577071,0.12048158,0.054519564,0.049465146,-0.053484008,0.17907044,19.921963,6.61386,2.6483667,2.446982,3.1725304,4.2039027,1.8044912,2.3139544,3.6591315,1.5781358,2.4098454,2.4420738,1.9718435,dol
-294.9952,85.14191,7.9213448,13.611361,-4.0390873,2.2999938,10.323966,1.6389326,-5.9861174,3.546897,-5.4837923,5.4157634,-4.712057,108.29944,34.750874,18.14409,12.873951,17.594337,15.489104,6.9514947,14.435393,17.264803,6.39069,10.157168,8.905425,9.169207,-0.6260543,-0.5125917,-0.28126448,-0.029230803,0.21609837,0.11775488,-0.1855438,-0.035963356,0.015789665,-0.09314959,-0.21779199,-0.15579537,-0.13180894,21.461174,6.780156,4.2314625,2.9347243,3.6922116,3.4589539,1.5777533,3.0907707,3.889177,1.3964374,2.0855687,2.0769334,1.788572,dol
-324.2637,89.15088,17.530182,20.353867,0.009213686,5.589919,0.29871133,4.406386,1.9000578,-0.6883571,-0.05629292,5.608721,-3.3057356,81.47834,44.995,13.886742,11.323754,12.493379,12.777314,7.7278414,8.271969,5.1801243,13.112107,6.070965,7.577981,8.830838,0.9295157,0.8073172,0.3744036,0.13100968,0.083246686,-0.0980843,-0.24181686,-0.16287577,-0.14980958,-0.29244834,-0.16013427,-0.19756019,-0.1987285,17.136763,9.267672,3.0350177,2.5344663,2.9134429,2.784712,1.7353861,1.9861392,1.1729082,2.9014022,1.3779502,1.4572762,1.6091385,dol
-450.27682,87.394485,11.969317,26.1163,-32.653515,-1.4365742,-16.058695,0.9995517,-23.954338,-4.327896,-19.440727,-5.748977,-26.306957,128.75081,51.28605,21.093071,15.015371,24.339031,20.545078,9.389418,12.796135,14.076877,8.853702,9.531213,8.117209,11.955736,9.863697,-1.9166697,-2.102378,0.67240053,-1.1473352,1.1270798,-0.68955654,0.15595087,-0.5250338,0.5536451,-0.7678526,0.29038665,-0.97206825,35.93508,13.43574,5.187656,3.2806063,6.096426,5.870785,2.2433064,2.8429554,3.8372698,2.256589,1.6854702,1.6818337,3.2280583,dol
-553.0079,72.39233,3.5415194,18.017107,-22.61846,-9.028957,-7.567909,-4.2643867,-15.572427,-1.0714684,-13.42776,-3.39343,-15.623401,196.16447,64.09917,32.925648,19.168745,27.13283,20.50459,9.743258,7.560773,16.631023,5.019364,12.378094,9.477952,14.517561,4.7986255,1.7135273,0.20270824,1.2178137,0.64615387,0.9055541,-0.37438476,-0.0016113321,0.09315292,0.029756099,-0.3503562,-0.097274534,-0.23897868,45.39352,13.725919,7.828162,3.7877355,7.070746,5.538436,1.9441662,1.5707186,3.9363654,1.0425493,2.853592,2.1217284,3.2994447,dol
-535.6903,76.20464,7.3958554,16.72809,-28.91836,-6.580423,-13.835254,-2.291788,-18.687925,-5.059549,-18.945143,0.49152526,-21.737724,194.92342,59.914417,22.104517,15.93813,31.658495,23.725605,12.952596,8.259058,18.106802,7.9247794,16.378431,10.840177,17.143332,6.5906568,1.7746443,0.3663499,1.4048724,0.5863537,1.3608704,-0.20503777,-0.36389056,-0.4215751,0.12712234,-0.062262874,-0.041842,-0.48480454,52.367367,14.568115,4.7646003,3.537146,8.277236,6.3633018,3.4109206,2.113736,4.5784764,1.8231454,4.1807995,2.5168068,4.351058,dol
-524.8084,76.19997,19.582653,18.053703,-24.725681,-2.6685297,-14.698337,0.3607148,-21.708672,-5.0744386,-16.453472,-4.83028,-18.173927,155.04309,56.686287,23.829079,16.543724,28.455969,21.995548,12.923462,10.490721,18.837101,6.478949,12.933016,12.090802,14.583009,3.127285,0.6503864,0.85758847,1.2946492,0.90062064,1.0856041,-0.11921372,0.060809482,-0.5591923,-0.0078918375,-0.16433628,-0.13636646,-0.049371656,32.985077,12.038313,6.885082,4.119439,6.5181127,5.1193466,3.488197,2.707298,3.8720222,1.0284216,2.901937,3.0989237,3.1858234,dol
-546.4446,79.958176,15.785838,21.119509,-23.400417,-9.689178,-9.171236,-3.9857042,-14.850244,-4.989367,-16.925732,-3.0840049,-16.434881,161.32317,60.18051,17.265148,18.376867,25.936666,24.801464,8.1889925,8.318998,14.37663,7.8401194,14.577272,8.337785,13.085895,-0.05190495,-1.6278127,-0.27858013,0.4588459,-0.085632905,0.9947731,0.12590991,-0.16828029,-0.111509666,-0.1263569,0.24377905,0.053169105,0.041474123,39.24198,14.042044,4.166373,5.0348816,5.745796,6.151566,2.1063209,1.9297582,3.2187846,1.7465878,3.3455508,1.9154563,3.3224416,dol
-450.27682,87.394485,11.969317,26.1163,-32.653515,-1.4365742,-16.058695,0.9995517,-23.954338,-4.327896,-19.440727,-5.748977,-26.306957,128.75081,51.28605,21.093071,15.015371,24.339031,20.545078,9.389418,12.796135,14.076877,8.853702,9.531213,8.117209,11.955736,9.863697,-1.9166697,-2.102378,0.67240053,-1.1473352,1.1270798,-0.68955654,0.15595087,-0.5250338,0.5536451,-0.7678526,0.29038665,-0.97206825,35.93508,13.43574,5.187656,3.2806063,6.096426,5.870785,2.2433064,2.8429554,3.8372698,2.256589,1.6854702,1.6818337,3.2280583,dol
-553.0079,72.39233,3.5415194,18.017107,-22.61846,-9.028957,-7.567909,-4.2643867,-15.572427,-1.0714684,-13.42776,-3.39343,-15.623401,196.16447,64.09917,32.925648,19.168745,27.13283,20.50459,9.743258,7.560773,16.631023,5.019364,12.378094,9.477952,14.517561,4.7986255,1.7135273,0.20270824,1.2178137,0.64615387,0.9055541,-0.37438476,-0.0016113321,0.09315292,0.029756099,-0.3503562,-0.097274534,-0.23897868,45.39352,13.725919,7.828162,3.7877355,7.070746,5.538436,1.9441662,1.5707186,3.9363654,1.0425493,2.853592,2.1217284,3.2994447,dol
-535.6903,76.20464,7.3958554,16.72809,-28.91836,-6.580423,-13.835254,-2.291788,-18.687925,-5.059549,-18.945143,0.49152526,-21.737724,194.92342,59.914417,22.104517,15.93813,31.658495,23.725605,12.952596,8.259058,18.106802,7.9247794,16.378431,10.840177,17.143332,6.5906568,1.7746443,0.3663499,1.4048724,0.5863537,1.3608704,-0.20503777,-0.36389056,-0.4215751,0.12712234,-0.062262874,-0.041842,-0.48480454,52.367367,14.568115,4.7646003,3.537146,8.277236,6.3633018,3.4109206,2.113736,4.5784764,1.8231454,4.1807995,2.5168068,4.351058,dol
-524.8084,76.19997,19.582653,18.053703,-24.725681,-2.6685297,-14.698337,0.3607148,-21.708672,-5.0744386,-16.453472,-4.83028,-18.173927,155.04309,56.686287,23.829079,16.543724,28.455969,21.995548,12.923462,10.490721,18.837101,6.478949,12.933016,12.090802,14.583009,3.127285,0.6503864,0.85758847,1.2946492,0.90062064,1.0856041,-0.11921372,0.060809482,-0.5591923,-0.0078918375,-0.16433628,-0.13636646,-0.049371656,32.985077,12.038313,6.885082,4.119439,6.5181127,5.1193466,3.488197,2.707298,3.8720222,1.0284216,2.901937,3.0989237,3.1858234,dol
-546.4446,79.958176,15.785838,21.119509,-23.400417,-9.689178,-9.171236,-3.9857042,-14.850244,-4.989367,-16.925732,-3.0840049,-16.434881,161.32317,60.18051,17.265148,18.376867,25.936666,24.801464,8.1889925,8.318998,14.37663,7.8401194,14.577272,8.337785,13.085895,-0.05190495,-1.6278127,-0.27858013,0.4588459,-0.085632905,0.9947731,0.12590991,-0.16828029,-0.111509666,-0.1263569,0.24377905,0.053169105,0.041474123,39.24198,14.042044,4.166373,5.0348816,5.745796,6.151566,2.1063209,1.9297582,3.2187846,1.7465878,3.3455508,1.9154563,3.3224416,dol
-322.71365,88.56256,16.5391,16.632849,-0.81889963,6.033495,0.48524684,2.7751946,1.4709685,0.4580911,-0.8480164,3.5050101,-2.4891925,81.0071,41.704117,17.180777,13.273556,14.898393,13.895729,8.021114,10.904398,7.900074,12.616105,4.606369,7.2189937,8.045311,1.4334066,1.3746083,0.44184846,0.13900155,-0.05692372,-0.23287266,-0.35705295,-0.3724878,0.27425763,0.13236183,-0.15851258,-0.2121253,-0.20437726,17.644552,8.999442,3.5679705,2.8030272,3.2200642,3.279124,1.8349875,2.4275877,1.4880906,2.5097356,1.0369568,1.4847028,1.6992823,dol
-319.77353,90.65993,15.48353,18.471445,0.49656686,6.6071606,1.9667652,3.6813357,2.0429318,-2.7786164,-1.7226751,5.1481686,-3.5794983,84.48059,44.806217,14.020303,11.588106,13.597998,11.846009,6.801125,11.107132,6.302931,13.181632,6.0679274,6.4845805,7.752079,0.62319815,0.6332022,0.5602552,0.16159402,-0.031360984,0.17341223,0.078314856,-0.002795294,0.023497246,-0.039781213,-0.11266471,-0.33328882,-0.16992757,17.357119,9.108445,3.2309496,2.490338,2.8718054,2.9086378,1.4710039,2.2758422,1.4072231,2.6567695,1.240946,1.5063322,1.5903968,dol
-319.08057,86.56566,15.515084,18.281359,-0.12540045,5.0106773,1.9789535,1.7079791,-0.5934222,-1.6843026,-1.5010376,6.1269126,-4.6846685,81.255066,36.77992,16.77099,11.6250515,11.813711,12.515959,6.847749,10.739204,6.3083153,10.858341,8.93621,9.007097,12.056696,0.855195,1.0952151,0.5488972,0.4433575,0.20048335,-0.15199777,-0.3542526,-0.11382441,0.10057746,0.055997953,-0.25706154,-0.14733848,-0.32158744,16.486732,7.617165,4.260176,2.775028,2.5390284,2.7532969,1.2517524,2.505226,1.2727991,2.2193038,1.8600322,2.0343032,2.5933514,dol
-269.2824,83.84829,3.090756,7.564185,-1.1264406,8.677882,1.4221613,5.4417233,2.6807022,1.464632,7.959626,8.24864,-2.273884,120.22198,61.400063,22.527216,16.110771,18.12203,8.022785,7.3393784,12.534157,10.01983,10.843224,11.24034,6.8349466,8.671873,-1.5473074,-0.67274547,-0.0016679168,0.34385818,0.17770304,0.39488012,-0.18357313,0.031555444,0.23416847,0.20107862,-0.06176646,-0.033376545,0.060995746,24.78734,13.715195,4.7410517,2.9720044,3.3468988,1.8220401,1.0442975,2.9790218,2.3598206,2.0789387,2.8590257,1.3958901,1.8127308,gora
-269.47574,101.03849,7.3446646,10.722044,-0.6030118,7.303009,1.5136676,2.5618968,4.322812,1.926954,4.2822447,4.562544,-6.177336,112.52232,49.75837,22.914806,18.240166,15.3212595,10.3964405,10.244064,9.828826,10.022803,10.77414,11.746179,8.094157,7.5144587,0.9288411,-0.51241314,0.104342416,0.6229662,0.10123569,-0.1987423,0.24197304,-0.046506345,0.009839505,-0.16260296,-0.4020313,0.0063178763,0.060658738,23.214422,9.311866,5.5953803,3.7132869,2.4418101,1.9520483,1.5851873,2.2181792,2.4221926,2.0438592,2.6145775,1.7801621,1.5382155,gora
-296.07788,97.949425,0.657115,9.955161,1.2699035,4.7359056,1.5235759,1.8421729,2.8779063,4.9809093,5.771858,6.1700788,-0.62444293,114.236244,49.90696,31.774817,10.851881,10.863395,10.281693,8.589825,11.875077,5.9650936,10.580191,11.457149,7.9237995,6.0515018,0.22186473,0.18189202,0.41463083,0.28738624,0.23542346,-0.020508818,0.09273061,0.04326435,-0.15476632,-0.2799161,-0.13746545,-0.09960719,-0.25758892,24.507261,10.169255,7.955122,1.870983,1.6778579,2.0333467,1.5698076,2.565084,1.127351,2.2664633,2.8522005,1.5311875,1.1159208,gora
-301.58746,88.42641,0.31403816,5.677853,-0.39926267,7.289271,-0.31859517,3.4930286,0.015603662,2.2977147,6.219803,7.309304,1.1838925,113.68663,50.559578,22.178076,14.415173,13.309185,5.828441,10.499363,11.343095,7.062739,11.176775,11.129283,5.7187696,4.478214,2.6515236,1.1101536,0.44987476,-0.329995,-0.56869745,-0.106956035,-0.2877744,-0.082959235,-0.015581086,-0.63898027,0.0106984675,-0.29842678,0.18347462,25.746819,10.970106,4.8767047,2.8857741,2.5426893,1.2184668,2.1924107,2.4237936,1.6305406,2.549615,2.6641073,1.0180583,0.9353272,gora
-290.74756,89.05908,2.6060588,4.612627,-0.027671456,6.9924746,1.8843358,2.1296358,1.7052627,4.517926,5.620739,6.212993,-1.4676816,114.22854,52.2728,29.22171,15.183,13.333956,13.064848,9.87818,10.458216,10.631234,10.689906,10.99819,8.8115225,7.5845866,2.3062115,1.3949167,-0.06330708,-0.10498635,-0.5265,-0.38530087,-0.07422401,-0.116414055,-0.21246743,-0.31438285,-0.53279006,-0.12577917,-0.30848485,26.950153,11.387074,7.135073,3.024916,2.2583995,2.6523576,1.7613126,2.3852286,2.1794548,2.72959,2.774535,1.912996,1.566463,gora
-301.49496,86.86552,0.73595047,4.573599,-3.1445572,7.034115,5.1491723,5.2932024,1.3115265,5.4862604,6.6009574,6.0866594,-3.0070457,118.13766,42.952023,19.337154,14.259531,14.872752,9.512231,4.5037484,9.887117,11.006106,10.106581,10.158872,6.5159082,5.9587083,1.3608505,-0.74468535,-1.1968675,-0.030210331,-0.13699377,0.27831662,0.03928605,-0.03302029,-0.060511734,0.48598266,0.21032272,0.03440309,-0.21440843,28.241812,7.571461,5.260259,2.5588636,2.725994,1.5740088,0.6451246,2.3960283,2.273992,1.4316119,2.3314736,0.7454301,1.3403343,gora
-305.3966,89.80497,1.8283169,5.135128,-4.503969,7.155811,3.9950385,5.409316,2.8729124,3.6543846,5.2916484,6.177626,-2.637597,107.810356,49.659695,21.842245,14.081722,15.121798,11.743717,5.7954226,7.807326,9.100334,9.574129,12.664116,7.991666,7.573578,2.365572,1.2871156,0.04467681,-0.03707332,-0.28619507,-0.64145887,-0.07437034,0.057314876,-0.08404964,-0.4708757,-0.54555833,0.014883585,-0.25296712,25.128073,11.717272,5.132948,2.826933,2.7845852,3.16879,0.71510875,1.8277996,1.975576,2.5410378,3.1032076,1.596181,1.5233388,gora
